int1,int2,int3,int4,int5,target_sum,subset_exists
6,25,18,7,24,21,0
30,2,30,6,24,79,0
5,25,1,14,14,9,0
9,14,17,2,14,47,1
19,2,13,5,23,35,0
13,12,22,6,26,60,1
30,26,29,7,20,112,1
3,25,7,27,8,26,0
17,23,2,30,23,37,0
24,23,16,1,16,49,0
25,6,3,8,23,19,0
20,26,9,2,12,51,0
1,24,8,1,9,23,0
15,6,21,7,4,38,1
24,12,2,20,5,32,1
12,8,11,16,17,53,1
19,20,13,21,23,28,0
27,22,23,21,20,107,0
5,3,28,6,16,38,0
26,20,29,26,12,39,0
21,3,18,24,22,47,0
28,7,19,10,8,54,1
24,7,5,21,21,17,0
1,4,24,9,16,30,1
28,27,5,14,19,7,0
14,4,29,10,11,16,0
12,7,16,25,8,59,0
6,30,16,27,8,27,1
21,17,3,30,19,44,0
27,23,30,22,29,35,0
7,18,1,19,25,4,0
20,28,27,11,11,45,0
12,12,23,4,5,2,0
18,13,3,26,11,2,0
5,22,25,17,14,32,0
22,27,3,24,16,68,1
19,20,13,5,24,12,0
20,20,14,15,11,28,0
3,6,1,23,20,51,0
11,26,16,19,17,69,0
4,13,19,6,28,45,1
19,27,19,7,29,14,0
6,10,27,4,28,5,0
21,23,24,30,3,77,1
21,1,1,20,13,19,0
22,16,29,19,14,82,0
3,16,4,23,10,32,0
12,8,30,16,28,4,0
9,15,11,19,22,59,0
22,24,22,30,28,71,0
22,27,26,2,14,55,1
19,11,8,29,9,20,1
6,18,12,13,17,37,1
17,28,29,5,28,44,0
19,5,20,21,20,48,0
28,29,10,3,8,76,0
1,30,20,15,20,86,1
20,3,29,21,23,71,0
19,18,14,3,20,5,0
22,26,26,15,5,18,0
23,3,17,5,4,12,1
24,27,29,4,20,94,0
11,23,23,20,8,69,0
20,18,4,29,16,52,0
5,13,17,11,12,52,0
27,3,29,4,11,65,0
22,11,14,3,27,77,1
22,15,9,21,22,80,1
28,14,23,22,2,89,1
27,11,7,30,18,55,1
19,22,10,29,26,84,1
13,26,28,11,2,25,0
7,22,5,9,23,47,0
27,16,4,20,11,66,0
13,28,30,22,7,90,0
18,5,9,9,4,24,0
15,4,17,7,1,26,1
19,5,26,17,26,70,0
19,19,30,17,12,33,0
26,10,7,27,11,9,0
18,29,30,30,24,6,0
1,5,6,25,20,54,0
19,27,7,9,5,30,0
28,26,12,23,10,55,0
11,18,22,29,6,1,0
23,22,18,9,3,42,0
11,28,11,28,25,14,0
15,26,7,21,5,24,0
9,7,1,4,20,21,1
24,26,17,24,15,82,1
25,24,20,21,7,43,0
22,17,15,27,14,37,1
19,2,1,12,9,39,0
27,12,16,11,17,75,0
8,1,1,1,27,2,1
17,7,21,24,20,75,0
10,12,10,1,30,33,1
12,21,8,23,2,43,1
28,15,29,16,9,10,0
19,2,29,11,16,40,1
7,18,12,23,16,11,0
4,8,15,29,2,30,0
6,19,23,19,16,44,1
6,17,11,9,12,6,1
12,25,30,15,29,95,0
12,28,12,8,20,41,0
4,13,8,2,19,3,0
2,13,7,24,3,12,1
20,1,30,30,29,80,1
13,10,11,20,18,24,1
6,14,3,24,26,7,0
20,1,7,3,14,16,0
8,28,29,7,12,5,0
15,3,30,24,14,56,1
2,24,12,26,16,63,0
15,21,16,29,25,19,0
3,27,26,5,10,10,1
11,2,27,13,23,20,0
28,14,25,3,23,7,0
18,12,4,11,9,22,1
22,6,25,9,6,35,0
16,3,19,15,16,8,0
7,2,22,17,23,9,1
18,5,8,2,26,1,0
6,19,9,8,12,40,1
5,5,1,6,4,5,1
18,6,13,21,7,11,0
10,23,25,18,7,53,1
20,23,11,23,27,81,1
26,19,18,22,9,39,0
14,2,28,25,17,48,0
19,10,22,8,12,52,1
5,9,16,7,30,33,0
17,16,17,3,10,10,1
13,28,8,22,13,46,0
21,23,7,11,17,42,0
12,15,5,16,25,19,0
20,10,17,27,23,32,0
14,4,12,23,7,8,0
15,3,13,5,5,8,1
2,11,3,10,12,37,0
6,28,5,1,22,51,1
26,30,14,14,6,80,0
6,13,22,3,1,4,1
22,25,17,8,21,84,0
20,12,13,14,10,27,1
27,20,23,13,18,71,0
1,18,14,30,17,6,0
26,25,5,1,24,31,1
12,23,10,17,21,5,0
1,29,10,16,11,51,1
26,14,25,10,3,55,0
5,17,22,14,18,66,0
9,13,8,24,3,11,1
19,5,16,2,18,28,0
18,28,28,16,22,72,1
26,9,20,21,29,100,0
10,28,16,1,17,44,1
28,16,22,16,2,75,0
1,24,27,9,28,61,1
2,4,21,23,20,66,1
22,16,9,25,17,31,1
27,20,30,18,3,7,0
16,14,3,14,18,13,0
14,16,17,8,5,52,1
8,16,28,17,2,43,1
15,28,5,15,2,18,0
22,9,17,4,21,11,0
27,19,30,11,17,76,1
24,13,22,9,5,31,1
9,20,27,1,1,42,0
26,3,11,8,12,19,1
24,29,21,30,16,18,0
30,4,7,20,28,57,1
14,22,26,15,18,40,1
4,12,16,10,10,27,0
24,10,8,20,4,43,0
15,3,10,30,24,58,1
25,14,2,30,23,15,0
18,4,15,27,4,31,1
21,17,15,1,4,29,0
28,17,29,18,20,28,1
8,30,4,13,5,5,1
4,7,16,28,1,9,0
9,5,16,1,23,3,0
20,20,13,24,24,95,0
30,29,9,30,17,85,1
10,25,9,6,30,75,0
18,9,18,6,7,21,0
19,9,13,10,9,58,0
13,3,17,25,22,21,0
13,23,7,15,22,48,0
30,10,19,8,22,76,0
20,16,28,26,17,30,0
22,17,30,19,13,47,1
11,18,22,1,23,52,1
29,23,29,19,22,97,0
14,27,1,29,23,53,1
27,16,7,3,23,76,1
19,26,17,8,8,46,0
7,12,25,8,2,28,0
26,15,5,13,17,74,0
17,9,21,30,4,1,0
18,23,5,18,17,37,0
17,10,2,19,11,40,1
26,17,19,25,22,50,0
24,4,9,1,3,18,0
5,11,19,7,8,13,1
21,28,13,9,11,32,1
18,28,30,6,16,23,0
22,30,24,26,3,78,1
13,30,11,14,12,75,0
1,28,15,17,29,87,0
1,30,4,5,30,63,0
28,2,15,11,6,37,0
1,4,28,23,18,74,1
17,25,27,27,8,60,1
22,28,17,17,19,52,0
7,8,4,27,28,11,1
13,24,25,14,2,21,0
6,19,11,14,6,27,0
11,22,26,1,27,75,1
27,29,24,14,19,97,0
21,11,20,25,15,46,1
13,17,3,4,17,20,1
27,24,18,16,25,8,0
3,20,6,19,26,72,0
24,26,5,28,12,22,0
7,26,25,7,24,64,1
6,3,12,25,18,36,1
11,23,19,30,13,24,1
19,13,27,2,27,42,1
20,16,20,29,24,105,0
15,21,24,11,11,4,0
21,21,21,8,7,64,0
19,2,25,30,18,39,1
27,9,30,27,1,12,0
9,29,26,6,25,31,1
24,2,12,12,3,33,0
29,13,7,28,23,32,0
6,30,13,18,16,22,1
7,24,24,20,2,11,0
6,14,9,23,9,20,1
2,4,27,5,7,39,1
5,12,26,6,11,3,0
12,14,29,21,28,54,1
27,23,11,10,7,35,0
14,26,27,27,19,94,1
9,19,17,16,1,3,0
28,2,26,29,25,41,0
26,20,23,1,26,46,1
11,20,6,1,17,35,1
3,4,25,6,29,67,1
24,27,21,26,26,40,0
20,9,16,27,6,33,1
4,15,2,2,27,24,0
1,21,22,11,15,58,1
25,8,17,24,9,36,0
9,26,25,29,20,80,1
28,9,14,17,28,55,0
29,30,23,4,24,21,0
25,15,10,8,4,41,0
12,27,16,30,23,79,0
21,26,23,18,22,4,0
30,6,13,20,3,6,1
4,5,5,9,15,21,0
18,12,4,13,7,13,1
26,19,27,24,2,80,0
5,16,23,27,9,51,0
8,19,14,14,21,60,0
15,15,10,25,4,68,0
28,3,2,19,4,20,0
3,24,14,21,23,84,0
14,26,23,10,12,36,1
11,29,22,3,11,32,1
13,4,12,26,20,63,1
29,1,6,28,28,49,0
21,11,19,5,22,71,0
14,12,6,29,30,81,0
19,9,13,18,28,18,1
12,13,6,16,30,10,0
24,10,13,8,20,62,1
17,7,12,6,27,36,1
25,12,1,15,27,67,1
13,26,23,3,3,14,0
10,26,18,17,24,82,0
19,11,15,30,7,78,0
30,13,27,14,6,68,0
18,8,5,5,2,7,1
1,15,13,8,20,15,1
17,9,22,26,10,20,0
19,3,7,28,19,41,1
8,11,3,7,1,15,1
14,15,9,20,27,27,1
6,21,17,28,26,69,0
14,12,19,16,22,35,1
23,15,26,14,8,78,1
12,18,29,24,26,48,0
1,26,4,29,1,3,0
15,21,27,16,25,16,1
20,3,7,1,10,14,1
13,1,13,14,19,4,0
30,16,26,9,18,30,1
29,30,10,5,15,84,1
13,20,1,23,30,66,1
3,3,22,22,13,60,1
22,9,8,30,24,5,0
27,19,2,21,24,91,1
2,28,3,25,13,30,1
9,25,19,7,26,52,1
17,18,2,24,26,9,0
15,29,28,18,26,116,1
16,14,2,16,27,63,0
28,4,17,9,1,17,1
16,12,28,4,1,37,0
3,3,11,20,28,15,0
24,18,12,9,8,27,1
16,23,26,27,1,82,0
30,15,21,7,23,83,0
2,6,10,1,18,17,1
22,1,28,8,18,41,1
23,5,13,10,30,41,1
28,5,29,19,26,18,0
8,9,5,17,30,32,0
10,22,12,27,14,55,0
12,6,15,13,27,51,0
28,13,5,23,16,71,0
2,19,9,25,9,2,1
11,7,17,8,15,29,0
12,27,23,25,15,99,0
11,30,28,14,5,7,0
14,6,3,12,6,20,1
28,21,17,8,21,59,1
13,17,7,27,17,77,0
16,17,25,25,24,28,0
26,28,2,19,1,59,0
20,7,26,12,1,42,0
16,5,12,19,19,57,0
12,9,30,25,21,59,0
29,21,6,11,30,78,0
21,10,12,19,15,46,1
2,28,12,12,3,11,0
7,4,8,12,1,8,1
13,26,24,7,16,28,0
16,9,7,28,3,60,1
15,9,29,27,14,74,0
26,19,26,23,28,14,0
19,15,12,20,25,77,0
27,27,7,1,13,54,1
24,10,14,1,18,56,1
4,27,30,10,7,61,1
29,14,20,11,4,10,0
3,16,17,25,20,61,1
18,9,10,22,28,65,1
4,5,11,19,5,33,1
6,11,9,28,4,7,0
10,6,3,6,6,24,0
16,28,2,13,12,40,1
15,24,25,24,8,65,0
29,7,23,6,20,36,1
10,26,4,4,17,17,1
13,14,25,2,24,69,0
26,2,26,5,12,30,0
20,22,13,18,6,27,0
20,15,19,27,17,70,0
29,10,15,4,14,68,1
10,30,2,18,15,57,1
29,28,2,3,3,14,0
25,6,23,22,10,27,0
22,13,18,5,15,39,0
7,3,16,4,23,18,0
11,12,28,5,6,55,0
24,11,24,9,10,58,1
4,27,27,15,22,81,0
23,14,22,18,26,19,0
16,26,5,10,3,13,1
13,26,24,29,30,62,0
19,18,9,2,10,9,1
13,12,1,3,23,20,0
20,28,20,1,18,9,0
11,23,16,11,21,70,0
10,11,29,8,12,6,0
15,4,13,21,4,36,1
28,8,2,7,25,14,0
21,10,25,25,23,81,1
17,2,26,11,21,35,0
22,4,2,18,7,34,0
13,16,20,20,16,21,0
7,25,27,25,1,44,0
8,14,16,25,10,67,0
12,19,18,5,19,42,1
18,10,14,17,23,58,1
18,16,14,11,29,37,0
18,26,1,15,1,34,1
6,6,10,28,1,2,0
10,25,4,15,6,31,1
29,6,24,23,12,16,0
18,24,12,3,12,65,0
23,1,7,12,27,50,1
10,9,9,3,8,26,1
5,29,22,25,14,41,1
18,21,23,23,23,62,1
6,25,17,28,2,24,0
1,20,11,21,4,10,0
2,15,3,22,24,24,1
21,12,5,26,3,66,0
9,17,18,26,9,31,0
10,30,3,2,16,53,0
25,9,6,15,1,37,0
29,19,11,20,29,108,1
2,18,14,26,8,65,0
4,3,4,30,10,10,1
11,12,15,26,6,46,0
17,9,18,17,14,3,0
3,16,20,27,10,63,1
22,2,29,10,10,7,0
1,19,15,17,14,4,0
26,12,3,2,28,28,1
29,24,3,30,28,56,1
18,14,6,16,29,47,1
11,16,23,12,30,78,0
15,28,15,2,22,10,0
25,11,24,10,26,25,1
16,30,19,25,21,3,0
24,5,22,24,28,16,0
8,4,15,30,30,51,0
9,16,17,26,18,76,0
19,15,21,27,12,71,0
15,15,25,10,4,17,0
30,29,1,16,25,58,0
17,25,15,1,17,69,0
1,21,5,25,16,53,0
20,24,29,13,14,51,1
6,30,8,4,13,10,1
14,20,15,25,25,95,0
23,5,10,14,1,10,1
1,16,12,27,17,71,0
28,26,21,13,4,11,0
23,3,12,25,11,74,1
15,4,7,22,12,35,0
25,14,17,23,24,48,1
8,23,15,4,1,25,0
9,3,7,16,20,5,0
10,24,4,3,4,43,0
13,9,12,18,9,13,1
5,10,17,20,2,12,1
18,17,30,28,19,36,1
19,3,16,6,6,17,0
19,7,1,10,12,42,1
25,19,5,6,6,39,0
25,22,1,11,9,48,1
25,29,1,8,5,38,1
8,13,25,28,7,3,0
13,16,17,8,22,28,0
21,25,3,10,9,4,0
4,30,14,9,30,15,0
12,15,29,10,20,6,0
17,4,4,11,24,54,0
12,6,23,20,4,48,0
14,26,5,22,12,41,1
3,25,28,16,3,50,1
9,5,24,8,12,47,0
24,14,15,2,24,12,0
11,3,24,24,27,34,0
21,3,25,21,10,77,1
27,6,23,12,26,45,1
5,22,10,17,23,67,1
17,7,10,11,18,3,0
16,4,1,9,18,30,1
14,19,24,15,27,18,0
27,24,8,6,7,46,0
27,10,6,19,15,74,0
5,2,1,17,27,52,1
17,21,25,30,25,59,0
18,25,27,23,5,68,1
5,14,4,13,19,37,1
5,28,25,22,22,13,0
1,14,17,1,5,29,0
6,21,26,6,24,82,0
7,14,10,22,8,4,0
16,6,20,27,8,23,0
16,26,4,12,28,41,0
13,9,28,24,20,26,0
19,2,5,7,17,47,0
18,5,10,26,22,79,0
8,2,18,27,2,11,0
12,25,30,11,26,72,0
8,30,3,8,27,24,0
30,9,6,14,20,44,1
8,25,15,2,11,36,1
14,17,13,5,12,25,1
11,6,23,28,24,41,1
18,4,30,4,5,46,0
30,23,14,13,24,30,1
5,28,1,13,30,77,1
22,24,14,28,21,99,0
30,9,1,9,2,35,0
6,23,18,9,21,7,0
11,7,13,2,6,23,0
9,16,8,17,18,39,0
26,25,7,11,10,56,0
2,25,20,21,16,49,0
7,11,9,29,17,66,1
15,1,5,14,21,44,0
22,20,2,20,11,50,0
6,9,29,26,19,72,0
16,6,27,18,11,55,0
28,23,18,6,26,23,1
9,25,6,10,12,42,0
27,23,6,1,26,76,1
13,19,25,10,11,30,1
20,14,21,23,4,36,0
1,2,10,7,10,13,1
5,22,10,18,27,63,0
11,16,21,3,20,66,0
15,9,11,26,24,45,0
8,21,12,2,25,37,1
25,15,23,11,10,18,0
5,26,17,5,16,62,0
30,12,16,7,4,17,0
18,21,4,29,20,74,1
26,12,28,17,20,22,0
25,5,21,17,14,73,0
1,3,5,6,30,41,1
16,22,3,25,6,39,0
8,22,23,1,22,29,0
6,17,9,30,30,82,0
23,14,12,5,30,68,0
10,16,30,30,14,18,0
10,27,16,29,11,51,0
27,25,21,22,5,65,0
14,7,2,6,15,19,0
17,24,24,16,26,21,0
24,4,11,22,17,34,0
9,1,30,3,14,23,1
8,1,11,13,24,55,0
11,20,13,7,1,52,1
28,17,30,28,27,112,0
16,28,3,26,24,70,1
30,4,28,29,18,65,0
21,6,28,17,21,80,0
1,17,2,1,11,4,1
24,1,7,18,14,23,0
25,22,9,9,23,46,0
17,26,29,4,22,10,0
14,15,13,4,23,44,0
18,12,2,1,2,25,0
11,22,7,14,17,25,1
6,8,15,22,6,53,0
30,20,21,7,21,83,0
14,9,2,13,21,11,1
23,5,10,21,20,38,1
20,2,5,12,4,12,1
2,14,13,12,3,40,0
8,20,20,30,15,56,0
18,21,20,10,29,84,0
21,29,2,6,23,26,0
23,22,23,25,8,1,0
22,18,2,26,4,33,0
8,4,12,1,7,17,1
9,21,3,27,17,15,0
3,12,15,6,8,1,0
13,23,4,14,4,16,0
19,21,15,27,25,41,0
25,19,27,3,10,52,1
13,11,22,18,6,21,0
22,12,17,30,21,79,0
22,20,8,17,18,22,1
8,19,2,8,16,26,1
21,21,19,26,12,29,0
3,4,1,3,18,7,1
8,9,29,3,25,52,0
1,4,26,21,18,59,0
5,30,28,5,23,32,0
13,12,25,29,1,52,0
1,8,25,6,5,30,1
19,5,18,8,23,35,0
18,3,15,2,29,39,0
16,6,17,30,26,56,1
14,25,19,1,21,2,0
12,17,29,8,22,40,0
14,27,6,11,3,12,0
19,7,16,5,9,39,0
15,13,25,3,29,75,0
16,18,28,21,7,74,1
12,13,19,10,21,69,0
1,28,8,8,9,52,0
19,20,11,20,7,23,0
22,1,22,6,30,25,0
16,16,2,15,26,7,0
24,26,24,15,18,107,1
30,25,27,7,11,28,0
17,9,18,24,4,3,0
13,3,22,17,30,64,0
27,12,1,23,8,65,0
19,7,20,28,14,22,0
6,11,27,30,5,68,1
25,8,10,25,4,6,0
14,7,9,21,25,38,0
16,12,28,24,28,63,0
27,26,1,1,4,23,0
30,20,28,2,8,65,0
11,20,23,20,23,44,0
13,26,15,16,8,27,0
8,6,13,6,30,7,0
27,16,30,30,7,57,1
21,28,28,1,11,52,0
11,18,28,13,16,44,1
16,8,8,6,13,38,1
18,18,14,30,17,34,0
29,19,1,24,7,38,0
5,21,24,18,13,72,0
24,23,1,20,28,77,0
3,8,1,23,12,3,1
19,3,8,15,18,54,0
24,17,30,5,29,61,0
1,22,21,6,13,34,1
24,17,17,24,9,54,0
16,22,9,20,6,21,0
9,29,2,25,11,5,0
8,16,26,9,9,65,0
7,8,6,23,2,46,1
6,19,20,12,25,73,0
4,2,19,8,11,3,0
20,24,22,26,4,19,0
22,13,27,10,25,33,0
11,28,26,16,17,6,0
27,22,30,17,26,6,0
1,7,14,8,16,41,0
26,10,1,6,20,46,1
12,25,25,28,17,1,0
16,30,2,1,5,14,0
21,30,29,16,4,33,1
7,24,1,30,29,47,0
15,1,15,8,3,14,0
27,29,22,1,6,1,1
13,1,1,19,26,2,1
5,5,12,18,20,23,1
2,12,10,9,29,34,0
6,10,19,25,18,53,1
4,18,8,9,10,35,1
27,14,28,24,10,75,1
4,26,21,6,1,56,0
27,30,7,28,18,58,1
8,6,1,16,18,3,0
17,7,10,27,4,9,0
5,25,7,5,3,39,0
5,8,1,25,25,57,0
16,25,23,18,18,65,0
30,22,25,24,14,35,0
3,19,6,20,17,34,0
14,13,30,26,12,30,1
22,12,13,6,26,62,0
10,6,13,30,24,47,1
3,30,27,27,5,30,1
26,26,17,25,16,109,0
17,26,17,22,27,68,0
18,27,15,23,24,77,0
12,4,1,9,25,20,0
26,24,30,6,10,30,1
4,8,14,18,9,48,0
30,27,21,26,18,110,0
6,23,4,20,4,50,0
21,8,30,24,6,88,0
4,2,6,3,25,29,1
7,3,13,16,29,14,0
22,16,21,21,28,47,0
14,28,20,13,19,89,0
24,14,4,14,1,36,0
18,25,3,28,1,50,1
14,3,2,26,15,27,0
14,5,15,16,16,42,0
9,27,27,2,15,13,0
19,3,21,7,3,29,1
8,15,12,1,30,32,0
13,11,14,16,2,13,1
4,13,18,26,29,13,1
22,19,27,2,17,9,0
1,7,25,1,6,12,0
27,25,25,4,22,51,1
7,19,30,25,4,76,0
22,27,21,3,17,42,1
9,27,2,2,29,47,0
8,18,5,19,2,17,0
24,14,2,4,15,12,0
15,13,17,15,12,46,0
24,30,20,22,6,95,0
9,2,21,22,1,54,1
4,12,19,8,12,13,0
8,12,20,13,4,56,0
1,23,9,8,17,39,0
25,25,9,12,17,33,0
23,23,6,2,23,70,0
28,17,24,8,18,89,0
26,14,5,15,14,25,0
17,22,12,2,22,52,0
22,17,25,11,1,65,1
12,13,21,20,2,6,0
30,2,15,1,11,6,0
11,7,14,24,5,54,1
27,1,13,30,17,46,0
27,4,18,15,26,50,0
26,6,17,14,19,15,0
13,12,6,21,16,22,1
12,9,7,5,5,25,0
5,17,20,29,24,21,0
1,7,7,19,1,15,1
16,18,6,25,14,51,0
29,18,9,23,15,77,0
30,8,5,18,5,2,0
9,28,4,27,10,51,1
28,27,18,27,18,62,0
20,7,24,27,25,13,0
20,12,12,4,21,49,1
28,22,23,16,5,16,1
11,2,30,13,4,45,1
29,22,4,30,17,60,0
20,30,20,3,8,62,0
6,2,6,20,28,51,0
2,30,7,18,26,28,1
29,19,3,14,7,44,0
5,17,28,8,8,57,0
11,8,4,18,23,60,1
19,6,26,28,12,35,0
8,30,12,9,28,64,0
12,23,12,24,30,97,0
18,28,12,24,12,71,0
8,6,17,13,29,20,0
1,27,14,15,2,37,0
20,30,2,18,18,83,0
27,17,16,7,15,64,0
5,9,19,1,1,4,0
29,19,14,12,18,73,1
21,29,2,22,11,79,0
5,8,10,24,11,13,1
24,26,8,15,19,67,0
30,13,23,22,18,101,0
3,12,29,11,6,33,0
2,11,16,3,23,28,1
25,18,30,30,2,27,1
19,24,29,3,7,22,1
1,9,24,19,16,5,0
6,25,3,17,10,42,1
25,6,13,14,4,36,0
26,29,2,25,17,96,0
7,8,17,30,7,26,0
6,18,30,26,7,22,0
23,19,27,22,24,56,0
15,14,2,21,13,25,0
23,13,30,11,28,104,0
24,4,16,15,2,53,0
9,7,11,7,6,24,1
17,22,1,28,27,93,0
4,29,12,12,10,50,0
27,26,19,4,18,52,0
19,13,2,30,30,74,0
13,20,20,23,24,1,0
23,27,5,23,28,21,0
22,27,28,12,18,57,1
4,30,4,21,30,88,0
19,25,5,5,5,29,1
6,22,15,18,28,22,1
16,5,26,4,24,42,1
20,19,16,26,20,71,0
12,4,26,24,18,52,0
28,22,27,11,26,71,0
11,13,12,7,7,48,0
2,17,15,30,6,55,1
24,28,2,1,26,14,0
9,28,30,2,6,52,0
24,5,4,23,18,58,0
10,12,16,28,8,55,0
1,22,30,9,12,2,0
3,8,29,19,5,2,0
16,9,14,29,23,47,0
18,27,24,22,23,56,0
21,20,20,26,6,65,0
11,27,13,21,9,71,0
10,7,19,24,22,20,0
5,25,27,23,13,64,0
9,16,16,14,1,5,0
13,12,25,12,11,22,0
27,19,6,4,24,34,1
27,15,10,23,16,17,0
18,22,13,5,11,18,1
25,27,7,29,21,18,0
26,30,15,21,16,59,0
8,7,17,25,7,2,0
5,26,10,19,7,1,0
18,21,25,27,15,100,0
25,25,28,17,20,31,0
22,1,27,5,23,9,0
23,26,11,12,2,65,0
19,12,25,27,11,29,0
18,26,18,2,9,19,0
29,5,14,8,20,70,0
21,24,4,16,26,50,1
8,11,21,10,7,32,1
22,30,14,18,21,12,0
29,21,5,27,16,71,1
13,4,16,11,30,73,0
18,25,27,20,19,20,1
22,28,5,1,6,46,0
10,26,20,12,3,32,1
29,25,21,28,8,106,0
16,11,24,18,30,39,0
1,5,2,5,1,12,1
10,27,28,28,3,72,0
16,16,8,29,10,70,0
29,13,16,25,23,91,0
21,28,13,19,26,28,1
21,10,10,28,20,46,0
25,14,25,10,25,83,0
16,23,28,22,19,79,0
18,24,26,8,20,52,1
20,10,12,7,18,33,0
7,5,17,10,22,30,0
25,7,8,20,28,38,0
9,1,12,18,28,17,0
14,28,15,29,30,50,0
19,26,18,2,6,9,0
23,14,27,24,21,23,1
1,26,2,30,16,2,1
29,5,10,16,21,72,0
16,4,11,18,15,7,0
1,9,13,29,3,53,0
19,5,3,23,8,50,1
11,8,18,27,8,40,0
28,21,21,20,6,15,0
24,7,12,17,18,19,1
19,7,23,3,19,44,0
11,17,12,4,16,19,0
8,16,27,22,28,3,0
7,11,9,13,8,28,1
3,7,27,26,17,80,1
30,23,24,17,2,96,1
27,15,15,16,8,27,1
18,2,30,30,26,29,0
17,3,14,11,22,16,0
1,5,20,9,10,17,0
25,9,1,13,25,59,1
9,21,22,18,24,8,0
1,21,13,7,13,42,1
22,3,19,7,29,30,0
29,18,22,1,8,75,0
12,10,1,4,11,14,1
29,20,9,26,18,32,0
23,11,27,7,23,53,1
16,1,5,24,4,27,0
26,27,2,28,9,54,1
20,14,19,16,10,74,0
10,13,6,12,15,30,0
3,26,14,11,10,9,0
15,12,7,3,19,50,0
5,9,1,24,12,12,1
3,1,14,12,8,2,0
9,28,16,20,14,73,1
18,2,7,8,11,46,1
16,2,4,18,11,35,1
29,3,5,28,21,79,0
8,22,6,4,8,37,0
21,16,5,5,9,49,0
5,18,27,7,2,51,0
24,1,4,19,10,31,0
16,1,3,4,30,1,1
27,2,8,25,21,83,1
20,22,13,10,22,46,0
23,20,23,1,8,63,0
18,27,17,12,7,52,1
19,22,25,1,20,72,0
3,14,1,18,14,3,1
23,9,25,29,11,59,1
21,14,28,29,5,34,1
1,14,3,20,9,17,1
1,25,19,29,6,2,0
29,13,30,7,11,42,1
27,5,21,29,20,22,0
10,2,8,28,27,54,0
12,23,15,27,22,21,0
25,19,24,19,11,26,0
22,6,26,12,11,49,1
4,22,2,25,18,69,1
4,7,30,6,4,42,0
16,12,21,24,22,45,1
24,10,3,15,17,54,1
13,20,15,4,27,24,1
23,19,18,19,29,72,0
6,14,13,26,7,54,0
7,9,15,8,30,31,1
28,20,13,16,3,54,0
1,13,24,24,28,88,0
22,30,23,13,28,101,0
10,13,5,29,24,2,0
6,11,25,6,29,66,1
19,1,10,8,11,23,0
13,8,14,20,18,18,1
5,23,3,28,1,30,0
15,18,9,21,24,52,0
30,5,10,1,13,41,1
14,28,29,23,22,67,0
29,27,19,25,19,37,0
23,29,4,22,26,45,1
23,8,22,25,10,51,0
21,16,7,19,2,45,0
9,5,10,27,23,10,1
30,12,23,5,27,14,0
7,11,24,12,17,23,1
28,29,20,23,4,74,0
20,28,16,27,14,92,0
11,29,19,4,25,10,0
29,9,22,2,18,72,0
6,29,12,22,18,87,1
10,24,6,5,17,3,0
30,2,18,23,11,20,1
26,5,13,21,18,27,0
29,19,16,24,22,36,0
9,23,27,2,2,43,0
12,9,25,17,28,90,0
11,21,5,4,20,54,0
13,20,24,2,9,21,0
28,13,2,21,12,7,0
22,20,26,4,10,74,0
18,14,6,24,24,85,0
29,5,9,17,29,65,0
12,1,3,24,16,43,1
2,9,14,18,3,6,0
7,13,4,9,23,40,1
22,21,19,17,20,57,1
15,16,25,6,16,76,0
20,29,22,8,29,69,0
12,7,24,16,21,68,1
27,13,19,20,3,61,0
25,8,19,27,19,95,0
10,6,5,1,25,38,0
4,2,6,3,8,7,1
17,26,11,11,10,13,0
15,10,13,23,23,56,1
9,7,29,16,1,8,1
6,20,2,21,11,1,0
20,15,3,20,4,58,1
8,29,26,28,4,49,0
12,1,15,11,12,13,1
24,11,18,15,2,64,0
8,14,7,15,28,63,0
28,21,3,16,10,62,1
3,26,6,27,20,73,1
23,14,26,5,3,39,0
15,16,25,21,18,36,1
26,7,14,27,7,13,0
28,19,13,20,10,25,0
15,14,17,26,11,40,1
7,11,4,18,5,24,0
23,2,28,16,21,89,0
9,30,25,15,21,54,1
17,5,10,15,10,23,0
8,14,9,29,11,17,1
23,28,26,18,2,27,0
3,25,9,13,26,40,0
29,8,4,27,1,41,1
11,16,13,15,8,33,0
26,22,10,27,1,75,1
5,14,11,15,30,59,1
14,13,5,17,3,25,1
16,18,11,4,17,14,0
4,23,11,25,9,41,0
27,15,12,24,12,38,0
3,3,30,6,1,32,0
13,13,21,16,9,46,1
17,16,22,25,24,40,1
12,28,7,18,27,26,0
24,14,29,2,28,79,0
17,8,18,6,2,17,1
16,6,8,19,18,60,0
30,8,4,28,9,71,1
17,19,18,6,4,52,0
17,11,18,18,2,64,1
9,26,15,20,12,7,0
29,11,26,7,19,76,0
24,17,4,6,24,14,0
7,1,13,18,16,11,0
7,28,27,26,19,88,1
28,11,19,5,3,8,1
25,17,28,9,10,58,0
18,1,27,12,3,55,0
23,19,15,8,24,3,0
15,12,13,24,10,33,0
2,28,24,8,13,61,0
10,4,12,27,2,27,1
3,2,30,13,14,59,1
23,19,17,26,14,62,1
12,20,22,5,3,44,0
28,21,24,3,12,22,0
12,18,11,18,6,12,1
5,20,20,11,12,22,0
23,4,22,5,20,10,0
23,25,22,25,3,28,1
20,1,14,16,24,12,0
22,19,30,8,25,10,0
